CNPJ_Fundo,Nome_Fundo,Lucro_Contabil,Rendimentos_Declarados,%Distribuido
00.332.266/0001-31,FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,220000.0,15980080.48,7263.67
00.762.723/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.,170946.28,3704984.4,2167.34
00.762.723/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.,329522.47,7454962.77,2262.35
00.868.235/0001-08,FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,78276.94,1924999.88,2459.22
00.868.235/0001-08,FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,207396.11,3854999.74,1858.76
01.235.622/0001-61,OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,0.0,23548056.04,inf
01.497.954/0001-14,FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,0.0,2131748.15,inf
01.601.918/0001-59,FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,84687.06,2390000.0,2822.15
01.636.325/0001-28,FII PÁTEO MOINHOS DE VENTO,3493293.05,6986586.1,200.0
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,0.0,4389494.29,inf
01.636.325/0001-28,FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,531161.45,9195344.04,1731.18
01.657.856/0001-05,SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,4331.86,2113989.64,48800.97
02.027.437/0001-44,FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,31815.34,856999.88,2693.67
02.027.437/0001-44,FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,17696.06,1482999.73,8380.4
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,86151.6,2265750.0,2629.96
02.508.235/0001-14,LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,212606.05,4517820.0,2124.97
03.507.519/0001-59,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,739385.22,11650872.21,1575.75
03.683.056/0001-86,FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,376754.48,11454659.18,3040.35
03.683.056/0001-86,FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,542485.33,4986324.45,919.16
03.683.056/0001-86,FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,1650687.24,10187115.94,617.14
03.855.441/0001-63,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,0.0,1267595.82,inf
04.066.582/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,69867.87,1397357.39,2000.0
04.066.582/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,139437.97,2788759.39,2000.0
04.066.582/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,70244.99,1404899.8,2000.0
04.066.582/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,137518.72,2750374.42,2000.0
04.141.645/0001-03,FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,13848.51,4611359.46,33298.6
04.141.645/0001-03,FUNDO DE INVEST. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,135358.67,4713712.11,3482.39
04.722.883/0001-02,FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,147479.19,8900047.93,6034.78
05.562.312/0001-02,FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO ALMIRANTE B,2.93,23469715.07,801014166.3
06.175.262/0001-73,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,32087.47,1251396.42,3899.95
06.175.262/0001-73,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,64286.87,2507187.76,3900.0
06.175.262/0001-73,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,33732.23,1315556.53,3900.0
06.175.262/0001-73,FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,64884.56,2530497.39,3900.0
07.000.400/0001-46,BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,0.0,9136347.6,inf
07.000.400/0001-46,BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,0.0,17935380.2,inf
07.000.400/0001-46,BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,0.0,9105322.09,inf
07.000.400/0001-46,BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,0.0,8968207.3,inf
07.122.725/0001-00,FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE ALMIRANTE,979988.2,19599764.02,2000.0
07.122.725/0001-00,FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE ALMIRANTE,688850.05,11613437.65,1685.92
07.224.019/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII SHOPPING PARQUE D. P,1270939.24,26680976.27,2099.31
07.224.019/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII SHOPPING PARQUE D. P,1628458.53,55521507.14,3409.45
07.224.019/0001-60,FII SHOPPING PARQUE DOM PEDRO,934178.47,29553744.05,3163.61
07.224.019/0001-60,FUNDO DE INVESTIMENTO IMOBILIARIO - FII SHOPPING PARQUE D. P,2531941.68,59778338.9,2360.97
07.352.632/0001-63,FUNDO DE INVESTIMENTO IMOBILIARIO - FII RODOBENS,916.62,18332.33,1999.99
07.352.632/0001-63,FUNDO DE INVESTIMENTO IMOBILIARIO - FII RODOBENS,935.12,18702.43,2000.0
07.583.627/0001-61,FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,0.0,0.0,inf
08.014.513/0001-63,FII HOSPITAL NOSSA SENHORA DE LOURDES,228575.18,5141503.51,2249.37
08.014.513/0001-63,FII HOSPITAL NOSSA SENHORA DE LOURDES,466866.63,10477332.61,2244.18
08.014.513/0001-63,FII HOSPITAL NOSSA SENHORA DE LOURDES,240319.27,5376385.41,2237.18
08.014.513/0001-63,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL NOSSA SENHO,480338.77,10746775.43,2237.33
08.098.114/0001-28,FII COMERCIAL PROGRESSIVO II,440659.8,8813197.51,2000.0
08.098.114/0001-28,FII COMERCIAL PROGRESSIVO II,679802.53,-0.0,-0.0
08.098.114/0001-28,FII COMERCIAL PROGRESSIVO II,307344.28,6146885.58,2000.0
08.431.747/0001-06,CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,3425648.77,21499680.0,627.61
08.431.747/0001-06,CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,6561430.61,41494382.4,632.4
08.431.747/0001-06,CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,1807850.04,19994702.62,1105.99
08.431.747/0001-06,CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2180783.1,37086948.01,1700.63
08.696.175/0001-97,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,5682979.66,inf
08.696.175/0001-97,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,9209760.75,inf
08.696.175/0001-97,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,3483725.72,inf
08.696.175/0001-97,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,6997328.1,inf
08.706.065/0001-69,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,41015.36,820307.18,2000.0
08.706.065/0001-69,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,183329.2,3666583.92,2000.0
08.706.065/0001-69,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,94468.76,1889375.13,2000.0
08.706.065/0001-69,FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,220004.81,4400096.11,2000.0
08.924.783/0001-01,FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL CORPORATE OFFI,2388945.51,47778910.13,2000.0
08.924.783/0001-01,FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL CORPORATE OFFI,3293842.71,65876854.18,2000.0
08.924.783/0001-01,FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL CORPORATE OFFI,988815.63,19776312.56,2000.0
08.924.783/0001-01,FUNDO DE INVESTIMENTO IMOBILIARIO BTG PACTUAL CORPORATE OFFI,2503767.02,50075340.42,2000.0
09.006.914/0001-34,FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,10003998.44,inf
09.072.017/0001-29,CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2687872.29,21853976.02,813.06
09.072.017/0001-29,CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,9030864.07,42674318.0,472.54
09.072.017/0001-29,CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,4570405.71,20820342.03,455.55
09.072.017/0001-29,CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,4455019.71,41640683.99,934.69
09.150.967/0001-24,FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,0.0,129698.2,inf
09.326.861/0001-39,FUNDO DE INVESTIMENTO IMOBILIARIO FII SHOPPING WEST PLAZA,119143.4,948856.56,796.4
09.326.861/0001-39,FUNDO DE INVESTIMENTO IMOBILIARIO FII SHOPPING WEST PLAZA,84575.67,590798.92,698.54
09.350.920/0001-04,FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,61312.0,2267200.32,3697.81
09.350.920/0001-04,FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,154273.46,4534400.64,2939.2
09.552.812/0001-14,FII BTG PACTUAL FUNDO DE CRI,181172.2,3623444.03,2000.0
09.552.812/0001-14,FII BTG PACTUAL FUNDO DE CRI,59977.91,5158318.4,8600.36
09.552.812/0001-14,FII BTG PACTUAL FUNDO DE CRI,74735.53,1564750.38,2093.72
09.552.812/0001-14,FII BTG PACTUAL FUNDO DE CRI,218247.44,4456904.0,2042.13
10.347.505/0001-80,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,0.0,2310486.1,inf
10.347.985/0001-80,FII BB VOTORANTIM JHSF CIDADE JARDIM CONTINENTAL TOWER,0.0,1785627.48,inf
10.347.985/0001-80,FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,0.0,3882674.05,inf
10.347.985/0001-80,FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,0.0,1819194.49,inf
10.347.985/0001-80,FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER,0.0,2310305.54,inf
10.348.185/0001-83,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0,13123512.06,inf
10.348.185/0001-83,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0,41373025.76,inf
10.348.185/0001-83,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0,13411458.74,inf
10.348.185/0001-83,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,0.0,35973943.26,inf
10.375.382/0001-91,FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,1263770.91,inf
10.375.382/0001-91,FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,44459.15,889182.93,2000.0
10.410.463/0001-85,ITACOATIARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0,1084.29,inf
10.427.246/0001-06,FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,1978058.84,39561176.89,2000.0
10.427.246/0001-06,FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,2015050.53,40301010.49,2000.0
10.427.246/0001-06,FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,411175.31,8223506.24,2000.0
10.427.246/0001-06,FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,1206326.3,24126525.91,2000.0
10.456.799/0001-89,FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,288958.65,8795991.36,3044.03
10.456.810/0001-00,MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,0.0,756605.55,inf
10.456.810/0001-00,MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,86839.68,1556610.72,1792.51
10.869.155/0001-12,FII PARQUE DOM PEDRO SHOPPING,115652.47,8951177.26,7739.72
10.869.155/0001-12,FII PARQUE DOM PEDRO SHOPPING CENTER,115652.73,18676322.48,16148.62
10.869.155/0001-12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII PARQUE DOM PEDRO SHO,0.0,19781621.91,inf
10.993.386/0001-33,FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO,99698.67,12600347.2,12638.43
11.026.627/0001-38,FII BTG PACTUAL FUNDO DE FUNDOS,355069.26,7101385.1,2000.0
11.026.627/0001-38,FII BTG PACTUAL FUNDO DE FUNDOS,1063646.41,14746252.78,1386.39
11.026.627/0001-38,FII BTG PACTUAL FUNDO DE FUNDOS,555953.54,8895902.55,1600.12
11.026.627/0001-38,FII BTG PACTUAL FUNDO DE FUNDOS,850366.53,17811515.2,2094.57
11.044.355/0001-07,STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,607767.15,2156216.27,354.78
11.044.355/0001-07,STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,546168.89,2950000.0,540.13
11.044.355/0001-07,STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,0.0,1170201.66,inf
11.044.355/0001-07,STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,303686.95,2350000.0,773.82
11.160.521/0001-22,CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,425362.2,2827143.0,664.64
11.160.521/0001-22,CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,595324.92,5654286.0,949.78
11.160.521/0001-22,CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,640329.13,2329775.24,363.84
11.160.521/0001-22,CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,1190345.57,4622902.35,388.37
11.179.118/0001-45,FUNDO DE INVEST IMOBILIARIO - FII ANHANGUERA EDUCACIONCIONAL,143922.95,3163458.98,2198.02
11.179.118/0001-45,FUNDO DE INVESTIMENTO IMOBILIARIO - FII ANHANGUERA EDUCACION,262947.84,5733956.83,2180.64
11.179.118/0001-45,FUNDO DE INVESTIMENTO IMOBILIARIO - FII ANHANGUERA EDUCACION,124173.33,2768466.58,2229.52
11.179.118/0001-45,FUNDO DE INVESTIMENTO IMOBILIARIO - FII ANHANGUERA EDUCACION,313442.06,5594473.99,1784.85
11.233.841/0001-65,REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,595545.06,5886717.4,988.46
11.233.841/0001-65,REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,216964.57,4339291.45,2000.0
11.233.841/0001-65,REAL MINAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,441034.14,8820682.79,2000.0
11.260.134/0001-68,CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,185245.56,3712500.0,2004.1
11.260.134/0001-68,CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,415010.66,7425000.0,1789.11
11.260.134/0001-68,CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,202056.36,3712500.0,1837.36
11.260.134/0001-68,CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,511743.64,7425000.0,1450.92
11.274.415/0001-70,FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,94738.4,1473757.5,1555.61
11.274.415/0001-70,FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,166814.45,5448911.83,3266.45
11.281.322/0001-72,FII PRESIDENTE VARGAS,655886.62,2045595.35,311.88
11.281.322/0001-72,FII PRESIDENTE VARGAS,48923.99,1021920.38,2088.79
11.281.322/0001-72,FII PRESIDENTE VARGAS,94048.12,2146367.27,2282.2
11.602.654/0001-01,FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,93450.14,5598758.17,5991.17
11.602.654/0001-01,FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,324624.79,11263020.17,3469.55
11.602.654/0001-01,FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,194456.51,5597339.89,2878.45
11.602.654/0001-01,FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,383527.09,11094339.67,2892.71
11.664.201/0001-00,FATOR VERITA FII,0.0,10037929.07,inf
11.701.400/0001-40,TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,119983.73,inf
11.701.400/0001-40,TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,97924.72,inf
11.701.400/0001-40,TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,8920.55,178411.08,2000.0
11.728.688/0001-47,CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,1567131.21,8876610.0,566.42
11.728.688/0001-47,CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2304103.73,17753220.0,770.5
11.728.688/0001-47,CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,960638.54,8876610.0,924.03
11.728.688/0001-47,CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,954893.41,17753220.01,1859.18
11.839.593/0001-09,TRX REALTY LOGÍSTICA RENDA I FII,90632.95,1812659.02,2000.0
11.839.593/0001-09,TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,153199.86,3063997.25,2000.0
11.839.593/0001-09,TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,87625.88,1752517.52,2000.0
11.839.593/0001-09,TRX REALTY LOGISTICA RENDA I FI IMOBILIARIO - FII,170765.3,3415306.01,2000.0
11.945.604/0001-27,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,42188.58,843771.53,2000.0
12.005.956/0001-65,KINEA RENDA IMOBILIARIA FII,11489745.3,38079720.0,331.42
12.005.956/0001-65,KINEA RENDA IMOBILIARIA FII,21043830.02,76897546.8,365.42
12.005.956/0001-65,KINEA RENDA IMOBILIARIA FII,11912344.9,42275036.84,354.88
12.005.956/0001-65,KINEA RENDA IMOBILIARIA FII,6588415.84,88226689.56,1339.12
12.323.987/0001-64,BRPR 68 - FII DESENVOLVIMENTO II,4856.45,97129.01,2000.0
12.323.987/0001-64,BRPR 68 FUNDO DE INVESTIMENTO IMOBILIARIO - FII DESENVOLVIME,0.0,-0.0,-inf
12.323.987/0001-64,BRPR 68 FUNDO DE INVESTIMENTO IMOBILIARIO DESENVOLVIMENTO II,0.0,0.0,inf
12.323.987/0001-64,BRPR 68 FUNDO DE INVESTIMENTO IMOBILIARIO - FII DESENVOLVIME,9336.0,-0.0,-0.0
12.401.858/0001-47,ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,62093.36,1241867.13,2000.0
12.659.641/0001-31,RIO BRAVO CREDITO IMOBILIARIO I FII,372607.77,653130.0,175.29
12.659.641/0001-31,RIO BRAVO CREDITO IMOBILIARIO I FII,51009.0,1423080.39,2789.86
12.681.340/0001-04,BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0,3928844.58,inf
12.681.340/0001-04,BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,17364.08,7942050.0,45738.39
