Nome_Fundo,Ativo_Liquidez_Valor_Disponibilidades
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING,2179590.46
FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY,500.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TÊXTIL INTERN.,7251.38
FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES,488101.78
FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING,556813.79
OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO,1150307.3
FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL,1.0
FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO,523649.18
FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE,22101.05
FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO,368949.25
SCP - FUNDO DE INVESTIMENTO IMOBILIÁRIO,36773.66
FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES,17205.66
FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO,7742.51
LOGINVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL,15924.63
FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,17224.72
FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOP. PÁTIO HIGIENÓPOLIS,303922.58
FUNDO DE INV. IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,20031.46
FUNDO DE INVESTIMENTO IMOBILIÁRIO RB LOGÍSTICA,175287.56
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL DA CRIANCA,12.63
FUNDO DE INV. IMOBILIÁRIO CONTINENTAL SQUARE FARIA LIMA,10.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE NORTE,201.76
FP. F ANDROMEDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,622464.47
FUNDO DE INVESTIMENTO IMOBILIARIO EUROPAR,2036.49
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO ALMIRANTE B,4274.28
FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST,24799.66
BB FUNDO DE INVESTIMENTO IMOBILIÁRIO PROGRESSIVO,1305021.9
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TORRE ALMIRANTE,2544.06
FUNDO DE INVESTIMENTO IMOBILIARIO - FII SHOPPING PARQUE D. P,90.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII RODOBENS,613.85
FUNDO DE INVESTIMENTO IMOBILIARIO PENINSULA,6646.85
FII ANCAR IC,407.3
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOSPITAL NOSSA SENHO,10.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMERCIAL PROGRESSIV,90.5
FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM,15331.83
CSHG BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,225195.01
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PREMIER REALTY,100.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO VEREDA,250227.64
RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,13941.87
FUNDO DE INVESTIMENTO IMOBILIARIO - FII HOTEL MAXINVEST,87.01
FUNDO DE INVESTIMENTO IMOB BTG PACTUAL CORPORATE OFFICE FUND,551.22
FUNDO RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,0.0
CSHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,146411.14
FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL IV,10.2
FUNDO DE INVESTIMENTO IMOBILIARIO PROPERTY INVEST,296.76
FUNDO DE INVESTIMENTO IMOBILIARIO FII SHOPPING WEST PLAZA,9.02
FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,21806.7
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,6168.28
FII BB VOTORANTIM JHSF CIDADE JARDIM CONTINENTAL TOWER,30031.12
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES II,6274.17
FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO - FII,100.0
FUNDO DE INVESTIMENTO IMOBILIARIO FII PRIME PORTFOLIO,3.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,325028.34
MULTIGESTÃO RENDA COMERCIAL FUNDO DE INV. IMOBILIÁRIO,26591.1
DOVEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,6875.87
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PARQUE DOM PEDRO SHO,20.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,37362.29
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO CASTELO,256.96
STARX FUNDO DE INVESTIMENTO IMOBILIARIO - FII,86517.38
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,3000.01
FUNDO DE INVESTIMENTO IMOBILIARIO - FII ANHANGUERA EDUCACION,12.7
CSHG JHSF PRIME OFFICES FUNDO DE INV IMOBILIÁRIO - FII,61860.0
JPP FII,500.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,42.84
FII PRESIDENTE VARGAS,629708.75
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,23473.16
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,548.88
TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,4543.19
CSHG LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,303000.0
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TOP CENTER,3108.97
TRX REALTY LOGÍSTICA RENDA I FII,4771.31
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FII - FII,1128511.58
KINEA RENDA IMOBILIARIA FII,402256.13
VENTURA II-A FUNDO DE INVESTIMENTO IMOBILIARIO,0.0
BRPR 68 FUNDO DE INVESTIMENTO IMOBILIARIO - FII DESENVOLVIME,0.0
EXITUS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,273.0
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,117.34
FUNDO DE INVESTIMENTO IMOBILIARIO RM LEBLON CORPORATE,1367.85
RIO BRAVO CREDITO IMOBILIARIO I FII,36878.13
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,48794.08
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,1.0
CSHG ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB - FII,3000.0
OAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,1924.08
WM RB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,564.28
FI IMOBILIÁRIO CAIXA TRX LOGÍSTICA RENDA,20789.28
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,20215.79
FUNDO DE INVESTIMENTO IMOBILIÁRIO THE ONE,3796.06
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,3835.42
RB CAPITAL ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,819643.06
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,20022.12
SALUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,3284.05
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,611.54
FUNDO DE INVESTIMENTO IMOBILIARIO VBI FL 4440-FII,348.44
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ELDORADO,16636.18
PSG FUNDO DE INVESTIMENTO IMOBILIÁRIO,168.27
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,14050.02
FUNDO DE INVESTIMENTO IMOBILIÁRIO MERCANTIL DO BRASIL,46038.15
FUNDO DE INVESTIMENTO IMOBILIARIO CENESP,1.69
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,767.5
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,674.2
RB CAPITAL GENERAL SHOPPING SULACAP FII,6382.28
FII TREVISO FUNDO DE INVESTIMENTO IMOBILIARIO,7602.1
SONDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2149.2
XP RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,557.82
VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBI,910.08
AESAPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,2000.0
REAG CICA JUNDIAI FUNDO DE INVESTIMENTO IMOBILIARIO  FII,1.0
FUNDO DE INVESTIMENTO IMOB - FII CYRELA THERA CORPORATE,286.35
PEDRA DOURADA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,207.42
PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,6613.16
AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,18496.12
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,1000.0
FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO,1102.61
POLO FII RECEBÍVEIS IMOBILIÁRIOS I,131958.7
FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII,1000.0
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO,3150.31
FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL,6095.0
ESTRUTURA II - FUNDO DE INEVSTIMENTO IMOBILIÁRIO - FII,475.99
FUNDO DE INVESTIMENTO IMOBILIARIO BM BRASCAN LAJES CORPORATI,6.15
BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,44893.37
FUNDO DE INVESTIMENTO IMOBILIÁRIO RENDA CORPORATIVA ANGICO,63675.33
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES III,6904.35
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,45705.24
FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE,2396.43
ATICO RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,2286845.46
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE - FII,205829.01
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA,0.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO GWI RENDA IMOBILIÁRIA,10.0
FUNDO DE INVESTIMENTO IMOBILIARIO AMETISTA - FII,3.35
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES,310.53
RENDA DE ESCRITÓRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,10228.67
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING JARDIM SUL,27.09
TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO,48.1
FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO,12342.94
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PLUS,0.0
CAIXA FII VLT VEICULO LEVE SOBRE TRILHOS,1275.94
VILA OLIMPIA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,44993.39
FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA,9038.13
SUCCESS FUNDO DE INVESTIMENTO IMOBILIÁRIO,1641.49
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,95617.87
ALGARVES FUNDO DE INVESTIMENTO IMOBILIÁRIO,200072.54
FUNDO DE INVESTIMENTOS IMOBILIÁRIOS BR HÓTEIS FII,4757.86
INHAÚMA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,6741.24
JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO,1722.44
SP DOWNTOWN - FII,11105.77
BANRISUL NOVAS FRONTEIRAS FII,17464.5
FUNDO DE INVESTIMENTO IMOBILIÁRIO AGÊNCIAS CAIXA,2257437.86
RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,3173.4
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII CEO CYRELA COMMERCIA,379.06
CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,707.93
FII DERRY UNIVERSAL,1.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,54797.45
SDI LOGÍSTICA RIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,2000.0
KINEA RENDIMENTOS IMOBILIÁRIOS FII,376455.02
XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRO,3028615.13
REIT RIVIERA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,43669.15
CSHG TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,2994.26
SANTANDER AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,111039.37
JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FII,3539.94
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,331.65
TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,581.65
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,3042.55
FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII,1000.0
CAIXA RIO BRAVO FUNDO DE FII,20328.9
CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,3000.0
CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,3000.0
POLO FII RECEBÍVEIS IMOBILIÁRIOS II,63400.25
FUNDO DE INV. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,10.0
JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,888.01
SB FUNDO DE INVESTIMENTO IMOBILIÁRIO,1400.96
LATERES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,937259.86
FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BE,1044.86
JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,268.72
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,4.0
FII SHOPPING LIGHT,1315211.76
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,34615.33
SALUS II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,112.92
FUNDO DE INVESTIMENTO IMOBILIARIO - FII TB OFFICE,12877.94
DOMO FUNDO DE INVESTIMENTO IMOBILIARIO - FII,111509.63
VINCI RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,12575.64
MAIS SHOPPING FII,1528240.39
GENERAL SHOPPING ATIVO E RENDA - FII,0.0
PESCARA FUNDO DE INVESTIMENTO IMOBILIARIO - FII,1790.68
SAFIRA FII,485.41
PIEMONTE FUNDO DE INVESTIMENTO IMOBILIÁRO - FII,21141.57
FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII,129.39
ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,794.96
REAG YAGO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,231.27
BIRD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2712.41
VRE HOTEIS - FII - FII HIBRIDO GESTÃO ATIVA - HOTEL,1000.0
SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO,273.55
RB CAPITAL PETROS FII,4102.95
FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII,518.42
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II - FII,13319.48
QUORUM HASTA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,484.9
TAG ALIANZA BTS FUNDO DE INVESTIMENTO IMOBILIÁRIO,699.15
REAG RIACHO  IMOBILIARIO - FII,5897.83
TARANTO FUNDO DE INVESTIMENTO IMOBILIARIO,728.08
CIDADE FUNDO DE INVESTIMENTO IMOBILIARIO - FII,1528.53
GOODMAN PATRIMONIAL I FUNDO DE INVESTIMENTO IMOBILIÁRIO,19984.23
SHOPPING IPIRANGA FII,1.0
BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,9051.28
CHALLENGER FUNDO DE INVESTIMENTO IMOBILIARIO - FII,969.01
CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO,6186945.33
BRL LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,99.7
SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,10682.67
FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII,5049.28
LA DEFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2524.2
VGS - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,997.5
OURO PRETO TRADE INVEST RENDA IMOBILIÁRIA I FUNDO DE INVESTI,953.6
2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,5000.0
CTBH FII,45251.76
FII MORUMBI TOWN I,18855.9
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LCI BANKS,11830.05
MIKEONE FUNDO DE INVESTIMENTO IMOBILIARIO,2486386.86
CEDRO II FUNDO DE INVESTIMENTO IMOBILIÁRIO,1234323.34
REAG CEDRO  -FUNDO DE INVESTIMENTO IMOBILIARIO- FII,1.0
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,9685.89
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES IV,1715.87
FII BRISA RENDA IMOBILIARIA,4.0
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,13622.45
5R RB CAPITAL SHOPPING CENTERS FII,246.93
ANTARES - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,23956.61
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MEILI,0.0
CSHG TOP FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,2999.99
BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO,-46258.06
FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO FII,7884.06
5R RB CAPITAL SHOPPING CENTERS 2 FII,51.6
FUNDO DE INVESTIMENTO IMOBILIARIO BENX PROPERTIES - FII,2229145.44
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL V,0.0
IRB INTERNACIONAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,0.0
VRE DESENVOLVIMENTO III - FUNDO IMOBILIÁRIO,4965.44
IPS PB FUNDO DE INVESTIMENTO IMOBILIÁRIO,30396.2
NOVA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,641.35
TC EMPRO FUNDO DE INVESTIMENTO IMOBILIARIO,485.41
TC ALMAVI FUNDO DE INVESTIMENTO IMOBILIÁRIO,372.54
TC JVF FUNDO DE INVESTIMENTOS IMOBILIARIOS - FII,770.43
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CONVIDA SUAPE,20749.54
FUNDO DE INVESTIMENTO IMOBILIÁRIO HANNOVER,1000.0
G5 JOMAFIL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,6510.88
MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,17524.62
IZAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,131.83
SANTO EMILIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO,9051.28
FII ESTOQUE RESIDENCIAL VITACON,0.0
MULTI PROPERTIES FII,4717007.52
FUNDO DE INVESTIMENTO IMOBILIÁRIO LECREC,0.0
NIHAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,13069.81
ALZ I FUNDO DE INVESTIMENTO IMOBILIÁRIO,39.08
GOODMAN PATRIMONIAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,24148.19
FUNDO DE INVESTIMENTO IMOBILIARIO JK E - FII,6397.3
FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII,5821.83
FUNDO DE INVESTIMENTO IMOBILIARIO MV9 - FII,459742.0
FUNDO DE INVESTIMENTO IMOBILIARIO SF - FII,375875.51
FUNDO DE INVESTIMENTO IMOBILIARIO TM - FII,4712.31
FUNDO DE INVESTIMENTO IMOBILIARIO CJ - FII,5149.6
FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL XII,0.0
TOP CENTER FII,9624259.77
JK TOWN FII,1802486.12
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,9394.59
JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB,753.71
BRL V FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,14201.2
XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO,1067.19
KINEA INDICES DE PREÇOS FII,60776.1
FUNDO DE INVESTIMENTO IMOBILIARIO MONSUABA II,1.0
CIX CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,1000.0
GOLDEN WEST - VX - FUNDO DE INVESTIMENTO IMOBILIÁRIO,9991.2
FII BRAZIL REAL ESTATE VICTORY FUND I,17968.41
FUNDO DE INVESTIMENTO IMOBILIÁRIO TOURMALET I,1129.07
CLARITAS LOGÍSTICA I - FI IMOBILIÁRIO,5944.05
MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,111955.58
